run_id;station_id;ptu_id;utb_id;start;duration;outcome_val;outcome_msg;mongo_id;year_week;year_month;order_id
785;0000E647;12;1;2019-01-09 08:04:46;756;0;BS successfully configured calibrated and tested;5c35a002956c45665f389337;2019-2;2019-1;P4_U00001-03
786;0000E5E5;9;1;2019-01-09 08:04:45;846;0;BS successfully configured calibrated and tested;5c35a05b956c45665f389343;2019-2;2019-1;P4_U00001-03
787;0000E59D;11;1;2019-01-09 08:18:41;758;0;BS successfully configured calibrated and tested;5c35a347956c45665f38936a;2019-2;2019-1;P4_U00001-03
788;0000E6C5;9;1;2019-01-09 08:33:12;826;0;BS successfully configured calibrated and tested;5c35a6f3956c45665f38939b;2019-2;2019-1;P4_U00001-03
789;0000E5B1;11;1;2019-01-09 08:46:46;750;0;BS successfully configured calibrated and tested;5c35a9d4956c45665f3893c6;2019-2;2019-1;P4_U00001-03
790;0000E674;12;1;2019-01-09 09:36:35;369;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c35b404956c45665f38944d;2019-2;2019-1;P4_U00001-03
791;0000E763;9;1;2019-01-09 09:33:15;742;0;BS successfully configured calibrated and tested;5c35b4b2956c45665f389457;2019-2;2019-1;P4_U00001-03
792;0000E691;12;1;2019-01-09 09:46:24;370;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c35b652956c45665f389474;2019-2;2019-1;P4_U00001-03
793;0000E5B9;12;1;2019-01-09 11:03:52;383;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c35c888956c45665f38953c;2019-2;2019-1;P4_U00001-03
794;0000E5B9;10;1;2019-01-09 11:14:26;653;0;BS successfully configured calibrated and tested;5c35cc0f956c45665f389569;2019-2;2019-1;P4_U00001-03
795;0000E648;9;1;2019-01-09 11:22:41;819;0;BS successfully configured calibrated and tested;5c35cea4956c45665f38958a;2019-2;2019-1;P4_U00001-03
796;0000E6D4;10;1;2019-01-09 11:53:49;833;0;BS successfully configured calibrated and tested;5c35d5ff956c45665f3895cf;2019-2;2019-1;P4_U00001-03
797;0000E6C7;10;1;2019-01-09 12:08:25;742;0;BS successfully configured calibrated and tested;5c35d90f956c45665f3895ee;2019-2;2019-1;P4_U00001-03
798;0000E6CF;10;1;2019-01-09 12:44:40;727;0;BS successfully configured calibrated and tested;5c35e17f956c45665f38963b;2019-2;2019-1;P4_U00001-03
799;0000E766;9;1;2019-01-09 14:07:29;727;0;BS successfully configured calibrated and tested;5c35f4e8956c45665f3896e2;2019-2;2019-1;P4_U00001-03
800;0000E6FF;9;1;2019-01-09 07:49:21;753;0;BS successfully configured calibrated and tested;5c359c63956c45665f389311;2019-2;2019-1;P4_U00001-03
801;0000E6B5;10;1;2019-01-09 08:04:47;844;0;BS successfully configured calibrated and tested;5c35a05c956c45665f389346;2019-2;2019-1;P4_U00001-03
802;0000E569;9;1;2019-01-09 08:19:53;752;0;BS successfully configured calibrated and tested;5c35a389956c45665f38936d;2019-2;2019-1;P4_U00001-03
803;0000E731;12;1;2019-01-09 08:33:24;837;0;BS successfully configured calibrated and tested;5c35a709956c45665f38939e;2019-2;2019-1;P4_U00001-03
804;0000E717;9;1;2019-01-09 08:47:24;841;0;BS successfully configured calibrated and tested;5c35aa56956c45665f3893d3;2019-2;2019-1;P4_U00001-03
805;0000E6B3;10;1;2019-01-09 09:21:06;756;0;BS successfully configured calibrated and tested;5c35b1e7956c45665f389435;2019-2;2019-1;P4_U00001-03
806;0000E607;12;1;2019-01-09 09:54:24;369;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c35b831956c45665f38948b;2019-2;2019-1;P4_U00001-03
807;0000E608;10;1;2019-01-09 09:51:40;735;0;BS successfully configured calibrated and tested;5c35b8fb956c45665f38949d;2019-2;2019-1;P4_U00001-03
808;0000E607;9;1;2019-01-09 10:03:15;647;0;BS successfully configured calibrated and tested;5c35bb5b956c45665f3894b6;2019-2;2019-1;P4_U00001-03
809;0000E770;10;1;2019-01-09 10:04:24;740;0;BS successfully configured calibrated and tested;5c35bbfc956c45665f3894be;2019-2;2019-1;P4_U00001-03
810;0000E6D5;9;1;2019-01-09 10:30:52;742;0;BS successfully configured calibrated and tested;5c35c233956c45665f3894f1;2019-2;2019-1;P4_U00001-03
811;0000E767;11;1;2019-01-09 10:48:34;825;0;BS successfully configured calibrated and tested;5c35c6ac956c45665f389522;2019-2;2019-1;P4_U00001-03
812;0000E5EB;11;1;2019-01-09 11:03:36;828;0;BS successfully configured calibrated and tested;5c35ca34956c45665f389553;2019-2;2019-1;P4_U00001-03
813;0000E6CC;11;1;2019-01-09 11:23:08;742;0;BS successfully configured calibrated and tested;5c35ce72956c45665f389584;2019-2;2019-1;P4_U00001-03
814;0000E6D6;9;1;2019-01-09 12:31:40;418;205;TxPowLevel Verif, very low signal received ! at 922200000 Hz;5c35dd3f956c45665f389611;2019-2;2019-1;P4_U00001-03
815;0000E58F;10;1;2019-01-09 12:31:10;729;0;BS successfully configured calibrated and tested;5c35de57956c45665f38961d;2019-2;2019-1;P4_U00001-03
816;0000E6DE;11;1;2019-01-09 12:45:00;741;0;BS successfully configured calibrated and tested;5c35e1a1956c45665f38963e;2019-2;2019-1;P4_U00001-03
817;0000E762;11;1;2019-01-09 13:25:32;733;0;BS successfully configured calibrated and tested;5c35eb1a956c45665f389681;2019-2;2019-1;P4_U00001-03
818;0000E5B4;9;1;2019-01-09 13:25:30;758;0;BS successfully configured calibrated and tested;5c35eb30956c45665f389687;2019-2;2019-1;P4_U00001-03
819;0000E56E;11;1;2019-01-09 13:46:48;820;0;BS successfully configured calibrated and tested;5c35f06d956c45665f3896b6;2019-2;2019-1;P4_U00001-03
820;0000E52F;12;1;2019-01-09 14:08:16;838;0;BS successfully configured calibrated and tested;5c35f587956c45665f3896ef;2019-2;2019-1;P4_U00001-03
821;0000E56D;10;1;2019-01-09 14:22:53;816;0;BS successfully configured calibrated and tested;5c35f8dd956c45665f389714;2019-2;2019-1;P4_U00001-03
822;0000E691;11;1;2019-01-09 14:43:23;578;0;BS successfully configured calibrated and tested;5c35fcbd956c45665f38973f;2019-2;2019-1;P4_U00001-03
823;0000E5FE;9;1;2019-01-09 16:55:22;801;0;BS successfully configured calibrated and tested;5c361c8b956c45665f389825;2019-2;2019-1;P4_U00001-03
824;0000E59B;10;1;2019-01-09 15:39:52;816;0;BS successfully configured calibrated and tested;5c360ae8956c45665f3897a0;2019-2;2019-1;P4_U00001-03
825;0000E561;11;1;2019-01-09 16:13:43;815;0;BS successfully configured calibrated and tested;5c3612d7956c45665f3897dd;2019-2;2019-1;P4_U00001-03
826;0000E5DF;11;1;2019-01-09 16:55:17;728;0;BS successfully configured calibrated and tested;5c361c3e956c45665f389822;2019-2;2019-1;P4_U00001-03
827;0000E5D9;12;1;2019-01-09 18:41:30;843;0;BS successfully configured calibrated and tested;5c363596956c45665f3898c7;2019-2;2019-1;P4_U00001-03
828;0000E52A;10;1;2019-01-09 18:41:29;409;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c3633e2956c45665f3898b9;2019-2;2019-1;P4_U00001-03
829;0000E52A;11;1;2019-01-09 23:52:09;-85808;0;BS successfully configured calibrated and tested;5c367d69956c45665f3899b7;2019-2;2019-1;P4_U00001-03
830;0000E58B;12;1;2019-01-09 00:24:21;757;0;BS successfully configured calibrated and tested;5c36859a956c45665f3899fe;2019-2;2019-1;P4_U00001-03
831;0000E562;9;1;2019-01-09 00:49:46;763;0;BS successfully configured calibrated and tested;5c368b95956c45665f389a35;2019-2;2019-1;P4_U00001-03
832;0000E566;11;1;2019-01-09 00:49:47;841;0;BS successfully configured calibrated and tested;5c368be4956c45665f389a3d;2019-2;2019-1;P4_U00001-03
833;0000E5D7;9;1;2019-01-10 01:07:30;750;0;BS successfully configured calibrated and tested;5c368fb0956c45665f389a64;2019-2;2019-1;P4_U00001-03
834;0000E528;12;1;2019-01-10 01:07:30;768;0;BS successfully configured calibrated and tested;5c368fc2956c45665f389a6a;2019-2;2019-1;P4_U00001-03
835;0000E5B0;10;1;2019-01-10 01:41:23;433;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c369664956c45665f389a9f;2019-2;2019-1;P4_U00001-03
836;0000E5D8;11;1;2019-01-10 01:41:23;751;0;BS successfully configured calibrated and tested;5c3697a2956c45665f389aab;2019-2;2019-1;P4_U00001-03
837;0000E6B9;9;1;2019-01-10 02:31:19;834;0;BS successfully configured calibrated and tested;5c36a3aa956c45665f389b28;2019-2;2019-1;P4_U00001-03
838;0000E565;10;1;2019-01-10 03:32:01;598;0;BS successfully configured calibrated and tested;5c36b0f7956c45665f389bb9;2019-2;2019-1;P4_U00001-03
839;0000E765;10;1;2019-01-10 03:45:46;741;0;BS successfully configured calibrated and tested;5c36b4bf956c45665f389be6;2019-2;2019-1;P4_U00001-03
840;0000E5E8;12;1;2019-01-10 03:45:46;836;0;BS successfully configured calibrated and tested;5c36b51e956c45665f389bee;2019-2;2019-1;P4_U00001-03
841;0000E6C6;12;1;2019-01-10 04:59:08;847;0;BS successfully configured calibrated and tested;5c36c65b956c45665f389ca2;2019-2;2019-1;P4_U00001-03
842;0000E634;9;1;2019-01-10 05:19:08;737;0;BS successfully configured calibrated and tested;5c36ca9d956c45665f389cd1;2019-2;2019-1;P4_U00001-03
843;0000E564;9;1;2019-01-10 05:33:26;768;0;BS successfully configured calibrated and tested;5c36ce17956c45665f389d00;2019-2;2019-1;P4_U00001-03
844;0000E616;11;1;2019-01-10 07:13:53;840;0;BS successfully configured calibrated and tested;5c36e5e9956c45665f389dab;2019-2;2019-1;P4_U00001-03
845;0000E601;10;1;2019-01-10 07:28:38;416;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c36e7b7956c45665f389dc9;2019-2;2019-1;P4_U00001-03
846;0000E595;12;1;2019-01-10 07:28:37;752;0;BS successfully configured calibrated and tested;5c36e906956c45665f389dd6;2019-2;2019-1;P4_U00001-03
847;0000E70F;10;1;2019-01-10 08:08:31;743;0;BS successfully configured calibrated and tested;5c36f256956c45665f389e44;2019-2;2019-1;P4_U00001-03
848;0000E6EF;10;1;2019-01-10 08:21:20;815;0;BS successfully configured calibrated and tested;5c36f59f956c45665f389e6b;2019-2;2019-1;P4_U00001-03
849;0000E5EE;9;1;2019-01-10 08:35:59;819;0;BS successfully configured calibrated and tested;5c36f912956c45665f389e9a;2019-2;2019-1;P4_U00001-03
850;0000E733;11;1;2019-01-10 08:49:53;740;0;BS successfully configured calibrated and tested;5c36fc06956c45665f389ec3;2019-2;2019-1;P4_U00001-03
851;0000E5F8;10;1;2019-01-10 09:49:15;365;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c370879956c45665f389f3d;2019-2;2019-1;P4_U00001-03
852;0000E705;9;1;2019-01-10 09:49:13;677;0;BS successfully configured calibrated and tested;5c3709af956c45665f389f4a;2019-2;2019-1;P4_U00001-03
853;0000E5EF;10;1;2019-01-10 10:30:48;821;0;BS successfully configured calibrated and tested;5c3713fd956c45665f389fba;2019-2;2019-1;P4_U00001-03
854;0000E5F3;10;1;2019-01-10 10:48:38;745;0;BS successfully configured calibrated and tested;5c3717e0956c45665f389fe1;2019-2;2019-1;P4_U00001-03
855;0000E5F7;11;1;2019-01-10 11:57:41;805;0;BS successfully configured calibrated and tested;5c37284a956c45665f38a062;2019-2;2019-1;P4_U00001-03
856;0000E58D;10;1;2019-01-10 12:40:05;411;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c3730b0956c45665f38a0b7;2019-2;2019-1;P4_U00001-03
857;0000E61E;11;1;2019-01-10 12:40:05;748;0;BS successfully configured calibrated and tested;5c373202956c45665f38a0ce;2019-2;2019-1;P4_U00001-03
858;0000E6E4;9;1;2019-01-10 12:47:01;777;0;BS successfully configured calibrated and tested;5c3733be956c45665f38a0da;2019-2;2019-1;P4_U00001-03
859;0000E604;12;1;2019-01-10 13:09:59;646;0;BS successfully configured calibrated and tested;5c37389e956c45665f38a10b;2019-2;2019-1;P4_U00001-03
860;0000E6EA;11;1;2019-01-10 13:36:17;742;0;BS successfully configured calibrated and tested;5c373f28956c45665f38a146;2019-2;2019-1;P4_U00001-03
861;0000E5E1;11;1;2019-01-09 00:24:20;739;0;BS successfully configured calibrated and tested;5c368587956c45665f3899fb;2019-2;2019-1;P4_U00001-03
862;0000E5AF;11;1;2019-01-10 01:07:31;740;0;BS successfully configured calibrated and tested;5c368fa7956c45665f389a61;2019-2;2019-1;P4_U00001-03
863;0000E567;12;1;2019-01-10 01:41:23;843;0;BS successfully configured calibrated and tested;5c3697fe956c45665f389ab3;2019-2;2019-1;P4_U00001-03
864;0000E5DC;10;1;2019-01-10 02:14:29;557;985;System Error: [TX] ERROR : Failed to load file ([DPG] ERROR : Failed to seek to register 0x011 (9 : Bad file descriptor))- unable to loadFile on startToGenerate;5c369ea2956c45665f389aec;2019-2;2019-1;P4_U00001-03
865;0000E5DC;11;1;2019-01-10 02:31:21;663;0;BS successfully configured calibrated and tested;5c36a300956c45665f389b1b;2019-2;2019-1;P4_U00001-03
866;0000E6D3;10;1;2019-01-10 02:47:03;414;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c36a5b6956c45665f389b46;2019-2;2019-1;P4_U00001-03
867;0000E6D3;11;1;2019-01-10 03:07:28;662;0;BS successfully configured calibrated and tested;5c36ab76956c45665f389b81;2019-2;2019-1;P4_U00001-03
868;0000E654;10;1;2019-01-10 03:07:28;763;0;BS successfully configured calibrated and tested;5c36abdb956c45665f389b8c;2019-2;2019-1;P4_U00001-03
869;0000E61B;11;1;2019-01-10 03:32:02;845;0;BS successfully configured calibrated and tested;5c36b1f0956c45665f389bc7;2019-2;2019-1;P4_U00001-03
870;0000E754;11;1;2019-01-10 04:19:06;833;0;BS successfully configured calibrated and tested;5c36bceb956c45665f389c33;2019-2;2019-1;P4_U00001-03
871;0000E6DA;10;1;2019-01-10 04:41:30;760;0;BS successfully configured calibrated and tested;5c36c1e3956c45665f389c66;2019-2;2019-1;P4_U00001-03
872;0000E689;10;1;2019-01-10 05:19:09;413;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c36c95b956c45665f389cc2;2019-2;2019-1;P4_U00001-03
873;0000E680;10;1;2019-01-10 05:45:00;818;0;BS successfully configured calibrated and tested;5c36d0fe956c45665f389d14;2019-2;2019-1;P4_U00001-03
874;0000E5B8;12;1;2019-01-10 07:13:41;840;0;BS successfully configured calibrated and tested;5c36e5dd956c45665f389da8;2019-2;2019-1;P4_U00001-03
875;0000E5F0;9;1;2019-01-10 07:28:36;735;0;BS successfully configured calibrated and tested;5c36e8f4956c45665f389dd3;2019-2;2019-1;P4_U00001-03
876;0000E612;11;1;2019-01-10 07:44:36;741;0;BS successfully configured calibrated and tested;5c36ecba956c45665f389e02;2019-2;2019-1;P4_U00001-03
877;0000E6E9;12;1;2019-01-10 08:49:51;734;0;BS successfully configured calibrated and tested;5c36fbfe956c45665f389ec0;2019-2;2019-1;P4_U00001-03
878;0000E705;10;1;2019-01-10 09:21:37;424;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c37023a956c45665f389ef9;2019-2;2019-1;P4_U00001-03
879;0000E734;11;1;2019-01-10 09:21:38;737;0;BS successfully configured calibrated and tested;5c370373956c45665f389f0c;2019-2;2019-1;P4_U00001-03
880;0000E6F1;10;1;2019-01-10 09:31:09;419;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c370470956c45665f389f16;2019-2;2019-1;P4_U00001-03
881;0000E5F8;9;1;2019-01-10 10:08:56;578;0;BS successfully configured calibrated and tested;5c370dea956c45665f389f74;2019-2;2019-1;P4_U00001-03
882;0000E5FF;9;1;2019-01-10 10:42:15;577;0;BS successfully configured calibrated and tested;5c3715b8956c45665f389fd0;2019-2;2019-1;P4_U00001-03
883;0000E5F6;10;1;2019-01-10 11:47:57;537;0;BS successfully configured calibrated and tested;5c3724f7956c45665f38a02e;2019-2;2019-1;P4_U00001-03
884;0000E602;12;1;2019-01-10 11:47:56;601;0;BS successfully configured calibrated and tested;5c372536956c45665f38a038;2019-2;2019-1;P4_U00001-03
885;0000E618;9;1;2019-01-10 11:58:01;736;0;BS successfully configured calibrated and tested;5c37281a956c45665f38a05d;2019-2;2019-1;P4_U00001-03
886;0000E6F0;11;1;2019-01-10 12:13:33;738;0;BS successfully configured calibrated and tested;5c372bbf956c45665f38a084;2019-2;2019-1;P4_U00001-03
887;0000E68C;12;1;2019-01-10 12:13:31;837;0;BS successfully configured calibrated and tested;5c372c21956c45665f38a08c;2019-2;2019-1;P4_U00001-03
888;0000E6DB;12;1;2019-01-10 12:40:04;746;0;BS successfully configured calibrated and tested;5c3731fe956c45665f38a0cb;2019-2;2019-1;P4_U00001-03
889;0000E737;9;1;2019-01-10 13:59:42;828;0;BS successfully configured calibrated and tested;5c3744fb956c45665f38a18e;2019-2;2019-1;P4_U00001-03
890;0000E6AC;10;1;2019-01-10 14:14:16;837;0;BS successfully configured calibrated and tested;5c37486e956c45665f38a1b7;2019-2;2019-1;P4_U00001-03
891;0000E678;9;1;2019-01-10 14:46:17;744;0;BS successfully configured calibrated and tested;5c374f91956c45665f38a1fa;2019-2;2019-1;P4_U00001-03
892;0000E715;9;1;2019-01-10 14:59:08;760;0;BS successfully configured calibrated and tested;5c3752a4956c45665f38a22d;2019-2;2019-1;P4_U00001-03
893;0000E6D9;12;1;2019-01-10 15:11:31;819;0;BS successfully configured calibrated and tested;5c3755c6956c45665f38a25a;2019-2;2019-1;P4_U00001-03
894;0000E5FC;12;1;2019-01-10 15:25:56;745;0;BS successfully configured calibrated and tested;5c3758dd956c45665f38a27f;2019-2;2019-1;P4_U00001-03
895;0000E5E2;9;1;2019-01-10 15:43:18;817;0;BS successfully configured calibrated and tested;5c375d37956c45665f38a2b2;2019-2;2019-1;P4_U00001-03
896;0000E5D5;9;1;2019-01-10 16:10:07;812;0;BS successfully configured calibrated and tested;5c37637b956c45665f38a308;2019-2;2019-1;P4_U00001-03
897;0000E5B7;9;1;2019-01-10 16:27:56;734;0;BS successfully configured calibrated and tested;5c37675a956c45665f38a33b;2019-2;2019-1;P4_U00001-03
898;0000E614;9;1;2019-01-10 16:40:34;820;0;BS successfully configured calibrated and tested;5c376aa6956c45665f38a374;2019-2;2019-1;P4_U00001-03
899;0000E621;10;1;2019-01-11 11:31:48;603;0;BS successfully configured calibrated and tested;5c3872ef956c45665f38a562;2019-2;2019-1;P4_U00001-03
900;0000E75A;10;1;2019-01-11 11:43:30;262;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c387459956c45665f38a57c;2019-2;2019-1;P4_U00001-03
901;0000E5B0;9;1;2019-01-11 11:47:26;607;0;BS successfully configured calibrated and tested;5c38769d956c45665f38a59c;2019-2;2019-1;P4_U00001-03
902;0000E585;12;1;2019-01-11 12:02:28;372;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c387939956c45665f38a5c4;2019-2;2019-1;P4_U00001-03
903;0000E532;10;1;2019-01-11 12:02:44;817;0;BS successfully configured calibrated and tested;5c387b05956c45665f38a5da;2019-2;2019-1;P4_U00001-03
904;0000E584;9;1;2019-01-11 12:39:36;373;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c3881ee956c45665f38a628;2019-2;2019-1;P4_U00001-03
905;0000E5CF;12;1;2019-01-11 12:47:06;384;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c3883bb956c45665f38a644;2019-2;2019-1;P4_U00001-03
906;0000E536;12;1;2019-01-11 12:56:20;747;0;BS successfully configured calibrated and tested;5c38874f956c45665f38a670;2019-2;2019-1;P4_U00001-03
907;0000E53B;11;1;2019-01-11 13:19:39;831;0;BS successfully configured calibrated and tested;5c388d1a956c45665f38a6ba;2019-2;2019-1;P4_U00001-03
908;0000E59E;9;1;2019-01-11 13:26:49;822;0;BS successfully configured calibrated and tested;5c388ec0956c45665f38a6ce;2019-2;2019-1;P4_U00001-03
909;0000E57A;12;1;2019-01-11 14:05:45;381;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c389626956c45665f38a708;2019-2;2019-1;P4_U00001-03
910;0000E582;9;1;2019-01-11 14:27:36;750;0;BS successfully configured calibrated and tested;5c389cb7956c45665f38a754;2019-2;2019-1;P4_U00001-03
911;0000E5A3;12;1;2019-01-11 16:04:53;217;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c38b16e956c45665f38a7fb;2019-2;2019-1;P4_U00001-03
912;0000E55C;9;1;2019-01-11 16:12:15;807;0;BS successfully configured calibrated and tested;5c38b576956c45665f38a81b;2019-2;2019-1;P4_U00001-03
913;0000E5A0;9;1;2019-01-11 16:38:39;815;0;BS successfully configured calibrated and tested;5c38bbae956c45665f38a84c;2019-2;2019-1;P4_U00001-03
914;0000E584;9;1;2019-01-11 16:53:41;587;0;BS successfully configured calibrated and tested;5c38be50956c45665f38a862;2019-2;2019-1;P4_U00001-03
915;0000E598;11;1;2019-01-14 14:41:53;639;994;System Error: Bad response code on request usb?method=raw&location=TOP , http code: 500;5c3c9420956c45665f38a976;2019-3;2019-1;P4_U00001-03
916;0000E531;12;1;2019-01-14 14:53:13;202;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c3c9513956c45665f38a983;2019-3;2019-1;P4_U00001-03
917;0000E50C;10;1;2019-01-14 14:53:14;231;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c3c9532956c45665f38a986;2019-3;2019-1;P4_U00001-03
918;0000E6E8;10;1;2019-01-10 13:09:59;831;0;BS successfully configured calibrated and tested;5c373956956c45665f38a113;2019-2;2019-1;P4_U00001-03
919;0000E6EE;9;1;2019-01-10 13:36:15;747;0;BS successfully configured calibrated and tested;5c373f2a956c45665f38a14c;2019-2;2019-1;P4_U00001-03
920;0000E6E6;9;1;2019-01-10 14:14:17;753;0;BS successfully configured calibrated and tested;5c37481a956c45665f38a1b4;2019-2;2019-1;P4_U00001-03
921;0000E6E1;12;1;2019-01-10 14:44:54;677;0;BS successfully configured calibrated and tested;5c374efc956c45665f38a1ed;2019-2;2019-1;P4_U00001-03
922;0000E6E3;11;1;2019-01-10 14:47:45;754;0;BS successfully configured calibrated and tested;5c374ff3956c45665f38a202;2019-2;2019-1;P4_U00001-03
923;0000E739;10;1;2019-01-10 15:02:01;414;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c3751f7956c45665f38a21c;2019-2;2019-1;P4_U00001-03
924;0000E6E0;11;1;2019-01-10 15:03:29;806;0;BS successfully configured calibrated and tested;5c3753d8956c45665f38a23f;2019-2;2019-1;P4_U00001-03
925;0000E617;10;1;2019-01-10 15:21:28;365;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c375655956c45665f38a26a;2019-2;2019-1;P4_U00001-03
926;0000E5D6;12;1;2019-01-10 15:47:16;703;0;BS successfully configured calibrated and tested;5c375db3956c45665f38a2c2;2019-2;2019-1;P4_U00001-03
927;0000E5F9;12;1;2019-01-10 15:59:25;747;0;BS successfully configured calibrated and tested;5c3760b8956c45665f38a2eb;2019-2;2019-1;P4_U00001-03
928;0000E611;11;1;2019-01-10 16:28:51;812;0;BS successfully configured calibrated and tested;5c3767e0956c45665f38a34b;2019-2;2019-1;P4_U00001-03
929;0000E5D4;12;1;2019-01-11 11:31:27;612;0;BS successfully configured calibrated and tested;5c3872e3956c45665f38a55c;2019-2;2019-1;P4_U00001-03
930;0000E6D7;9;1;2019-01-11 11:30:17;693;0;BS successfully configured calibrated and tested;5c3872ef956c45665f38a55f;2019-2;2019-1;P4_U00001-03
931;0000E75A;12;1;2019-01-11 11:48:31;156;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c38751c956c45665f38a58c;2019-2;2019-1;P4_U00001-03
932;0000E588;12;1;2019-01-11 11:55:14;370;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c387784956c45665f38a5ac;2019-2;2019-1;P4_U00001-03
933;0000E50D;10;1;2019-01-11 11:49:02;763;0;BS successfully configured calibrated and tested;5c38779a956c45665f38a5b1;2019-2;2019-1;P4_U00001-03
934;0000E5A1;11;1;2019-01-11 12:00:23;817;0;BS successfully configured calibrated and tested;5c387a78956c45665f38a5d5;2019-2;2019-1;P4_U00001-03
935;0000E52B;10;1;2019-01-11 12:16:57;830;0;BS successfully configured calibrated and tested;5c387e67956c45665f38a603;2019-2;2019-1;P4_U00001-03
936;0000E579;11;1;2019-01-11 12:16:41;848;0;BS successfully configured calibrated and tested;5c387e69956c45665f38a606;2019-2;2019-1;P4_U00001-03
937;0000E55B;11;1;2019-01-11 12:39:38;737;0;BS successfully configured calibrated and tested;5c38835c956c45665f38a63c;2019-2;2019-1;P4_U00001-03
938;0000E5CB;10;1;2019-01-11 12:39:37;741;0;BS successfully configured calibrated and tested;5c38835e956c45665f38a63f;2019-2;2019-1;P4_U00001-03
939;0000E5A5;10;1;2019-01-11 12:56:19;743;0;BS successfully configured calibrated and tested;5c38874a956c45665f38a66d;2019-2;2019-1;P4_U00001-03
940;0000E5CA;11;1;2019-01-11 12:56:19;750;0;BS successfully configured calibrated and tested;5c388751956c45665f38a673;2019-2;2019-1;P4_U00001-03
941;0000E55F;12;1;2019-01-11 13:19:12;373;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c388b35956c45665f38a69d;2019-2;2019-1;P4_U00001-03
942;0000E5A3;10;1;2019-01-11 13:19:22;380;201;TxPowLevel Verif, poutDeltaMin fail at 869525000 Hz;5c388b46956c45665f38a6a0;2019-2;2019-1;P4_U00001-03
943;0000E57C;12;1;2019-01-11 13:27:03;736;0;BS successfully configured calibrated and tested;5c388e77956c45665f38a6c6;2019-2;2019-1;P4_U00001-03
944;0000E586;10;1;2019-01-11 14:05:00;829;0;BS successfully configured calibrated and tested;5c3897ba956c45665f38a711;2019-2;2019-1;P4_U00001-03
945;0000E589;12;1;2019-01-11 14:27:13;385;201;TxPowLevel Verif, poutDeltaMin fail at 869525000 Hz;5c389b32956c45665f38a73b;2019-2;2019-1;P4_U00001-03
946;0000E57B;10;1;2019-01-11 14:27:45;420;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c389b75956c45665f38a740;2019-2;2019-1;P4_U00001-03
947;0000E52E;10;1;2019-01-11 14:37:20;417;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c389db2956c45665f38a75e;2019-2;2019-1;P4_U00001-03
948;0000E598;11;1;2019-01-14 14:53:14;422;994;System Error: Bad response code on request usb?method=raw&location=TOP , http code: 500;5c3c95f0956c45665f38a994;2019-3;2019-1;P4_U00001-03
949;0000E50C;10;1;2019-01-14 15:00:03;217;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c3c96bd956c45665f38a99b;2019-3;2019-1;P4_U00001-03
950;0000E531;12;1;2019-01-14 15:00:03;562;0;BS successfully configured calibrated and tested;5c3c9815956c45665f38a9a4;2019-3;2019-1;P4_U00001-03
951;0000E50C;12;1;2019-01-14 16:46:27;262;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c3cafd9956c45665f38aa3b;2019-3;2019-1;P4_U00001-03
952;0000E50C;10;1;2019-01-14 16:51:28;202;201;TxPowLevel Verif, poutDeltaMin fail at 922200000 Hz;5c3cb0cb956c45665f38aa44;2019-3;2019-1;P4_U00001-03
953;0000E577;12;1;2019-01-11 14:37:01;762;0;BS successfully configured calibrated and tested;5c389ef7956c45665f38a765;2019-2;2019-1;P4_U00001-03
954;0000E58A;12;1;2019-01-11 14:55:32;746;0;BS successfully configured calibrated and tested;5c38a33e956c45665f38a789;2019-2;2019-1;P4_U00001-03
